Source,Target,Type,Rel 
alexmmyer,blackjackweiner,Directed,Retweet
alexmmyer,emmybambi,Directed,Retweet
alexmmyer,ericbeberg,Directed,Retweet
alexmmyer,lara88lara88,Directed,Retweet
alexmmyer,lukas_rosler,Directed,Retweet
alexmmyer,mihhblack,Directed,Retweet
alexmmyer,mtthsberger,Directed,Retweet
alexmmyer,paulinaneustart,Directed,Retweet
alexmmyer,petermaglob,Directed,Retweet
alexmmyer,vickiebarbar,Directed,Retweet
alexmmyer,wernerboch,Directed,Retweet
annieisbear,alexmmyer,Directed,Retweet
barbarameer,alexmmyer,Directed,Retweet
berkhoff85,alexmmyer,Directed,Retweet
elithkury,alexmmyer,Directed,Retweet
ericbeberg,alexmmyer,Directed,Retweet
lachlan_farley,alexmmyer,Directed,Retweet
ladysaschak,alexmmyer,Directed,Retweet
mtthsberger,alexmmyer,Directed,Retweet
alexsvladimirov,boeing_is_back,Directed,Retweet
alexsvladimirov,coldwar20_ru,Directed,Retweet
alexsvladimirov,comradzampolit,Directed,Retweet
alexsvladimirov,maxdementiev,Directed,Retweet
alexsvladimirov,novostidamask,Directed,Retweet
alexsvladimirov,politics_t0day,Directed,Retweet
alexsvladimirov,riafanru,Directed,Retweet
alexsvladimirov,ruopentwit,Directed,Retweet
alexsvladimirov,ten_gop,Directed,Retweet
anastassiazz,alexsvladimirov,Directed,Retweet
chernenkonikola,alexsvladimirov,Directed,Retweet
evgenpaper,alexsvladimirov,Directed,Retweet
kotovamarys,alexsvladimirov,Directed,Retweet
patriotka_rusi,alexsvladimirov,Directed,Retweet
rogovilia,alexsvladimirov,Directed,Retweet
sergeyavdaev,alexsvladimirov,Directed,Retweet
sobolev_deniss,alexsvladimirov,Directed,Retweet
stepansazono,alexsvladimirov,Directed,Retweet
taisiaavdeeva,alexsvladimirov,Directed,Retweet
viborisova,alexsvladimirov,Directed,Retweet
alexxbelyaev,riafanru,Directed,Retweet
alexxbelyaev,zubovnik,Directed,Retweet
ali27hussein,informsyrien,Directed,Retweet
egor_lololo,alidanilovskaya,Directed,Retweet
alina_9_1,donetsknovosti,Directed,Retweet
alina_9_1,maxdementiev,Directed,Retweet
alina_9_1,novostikzn,Directed,Retweet
alina_9_1,novostiomska,Directed,Retweet
alina_9_1,novostispb,Directed,Retweet
alina_9_1,riafanru,Directed,Retweet
alina_9_1,zubovnik,Directed,Retweet
alinaantonchik,batman_bane,Directed,Retweet
alinaantonchik,maxdementiev,Directed,Retweet
alinaantonchik,nkira1,Directed,Retweet
alinalinki_,novostirnd,Directed,Retweet
alinalinki_,riafanru,Directed,Retweet
alinanovikov022,comradzampolit,Directed,Retweet
alinanovikov022,genadiy_alex,Directed,Retweet
alinanovikov022,maxdementiev,Directed,Retweet
alinanovikov022,politvlast,Directed,Retweet
alinanovikov022,riafanru,Directed,Retweet
alinanovikov022,zubovnik,Directed,Retweet
alinaviatkova,novosticrimea,Directed,Retweet
alinaviatkova,novostikzn,Directed,Retweet
alinaviatkova,novostispb,Directed,Retweet
alinaviatkova,riafanru,Directed,Retweet
alisa_fratkina,riafanru,Directed,Retweet
alisa_fratkina,zubovnik,Directed,Retweet
alisondavol,coldwar20_ru,Directed,Retweet
alisondavol,ldm1900,Directed,Retweet
alisondavol,margosavazh,Directed,Retweet
alisondavol,marisha_zu,Directed,Retweet
alisondavol,maxdementiev,Directed,Retweet
alisondavol,novostikzn,Directed,Retweet
alisondavol,novostimsk,Directed,Retweet
alisondavol,novostinn,Directed,Retweet
alisondavol,politvlast,Directed,Retweet
alisondavol,riafanru,Directed,Retweet
alisondavol,zaplatovaalena,Directed,Retweet
alisondavol,zubovnik,Directed,Retweet
benjialyssa,alizasshield,Directed,Retweet
ellawondergirl,alizasshield,Directed,Retweet
allahomore,novostiomska,Directed,Retweet
allahomore,riafanru,Directed,Retweet
allahomore,zubovnik,Directed,Retweet
alodoy,androfag,Directed,Retweet
alodoy,batman_bane,Directed,Retweet
alodoy,margosavazh,Directed,Retweet
alodoy,val_zol,Directed,Retweet
alodoy,vitanosova,Directed,Retweet
alodoy,zubovnik,Directed,Retweet
genadiy_alex,alodoy,Directed,Retweet
lerochka_ala,alodoy,Directed,Retweet
altmancoon,novosticrimea,Directed,Retweet
altmancoon,novostirnd,Directed,Retweet
altmancoon,novostispb,Directed,Retweet
altmancoon,riafanru,Directed,Retweet
altmancoon,zubovnik,Directed,Retweet
alva_mc_ghee,kathiemrr,Directed,Retweet
cecil_hays,alva_mc_ghee,Directed,Retweet
alw_ill,anitabr1994,Directed,Retweet
alw_ill,arnoldparrk,Directed,Retweet
alw_ill,julianna_yes,Directed,Retweet
alyssabedolla,andyhashtagger,Directed,Retweet
alyssabedolla,chrixmorgan,Directed,Retweet
alyssabedolla,jarrardnorman,Directed,Retweet
alyssabedolla,jenn_abrams,Directed,Retweet
alyssabedolla,politweecs,Directed,Retweet
amandavgreen,alyssabedolla,Directed,Retweet
bgarner2107,alyssabedolla,Directed,Retweet
booth_prince,alyssabedolla,Directed,Retweet
curtisbigman,alyssabedolla,Directed,Retweet
hipppo_,alyssabedolla,Directed,Retweet
johnnyblack91,alyssabedolla,Directed,Retweet
monmonica23,alyssabedolla,Directed,Retweet
worldofhashtags,alyssabedolla,Directed,Retweet
amamcamcam,jenn_abrams,Directed,Retweet
amandavgreen,booth_prince,Directed,Retweet
amandavgreen,bruciedublin,Directed,Retweet
amandavgreen,jenn_abrams,Directed,Retweet
amandavgreen,puredavie,Directed,Retweet
amandavgreen,sophiekole,Directed,Retweet
amandavgreen,thefoundingson,Directed,Retweet
babyjannymeow,amandavgreen,Directed,Retweet
calebpaar,amandavgreen,Directed,Retweet
catelinewatkins,amandavgreen,Directed,Retweet
chrixchase,amandavgreen,Directed,Retweet
chrixmorgan,amandavgreen,Directed,Retweet
daileyjadon,amandavgreen,Directed,Retweet
dannythehappies,amandavgreen,Directed,Retweet
dickyirwin,amandavgreen,Directed,Retweet
dominicvalent,amandavgreen,Directed,Retweet
hellieedwards,amandavgreen,Directed,Retweet
hernameiscutie,amandavgreen,Directed,Retweet
hipppo_,amandavgreen,Directed,Retweet
holycrapchrix,amandavgreen,Directed,Retweet
loragreeen,amandavgreen,Directed,Retweet
notritahart,amandavgreen,Directed,Retweet
ameliebaldwin,andyhashtagger,Directed,Retweet
ameliebaldwin,blacknewsoutlet,Directed,Retweet
ameliebaldwin,blacktolive,Directed,Retweet
ameliebaldwin,bleepthepolice,Directed,Retweet
ameliebaldwin,crystal1johnson,Directed,Retweet
ameliebaldwin,danageezus,Directed,Retweet
ameliebaldwin,detroitdailynew,Directed,Retweet
ameliebaldwin,ignitedfirestar,Directed,Retweet
ameliebaldwin,jeblary2016,Directed,Retweet
ameliebaldwin,march_for_trump,Directed,Retweet
ameliebaldwin,matevidence,Directed,Retweet
ameliebaldwin,pati_cooper,Directed,Retweet
ameliebaldwin,patriototus,Directed,Retweet
ameliebaldwin,philadelphiaon,Directed,Retweet
ameliebaldwin,pigeontoday,Directed,Retweet
ameliebaldwin,ryanmaxwell_1,Directed,Retweet
ameliebaldwin,todayinsyria,Directed,Retweet
ameliebaldwin,tpartynews,Directed,Retweet
ameliebaldwin,usa_gunslinger,Directed,Retweet
ameliebaldwin,worldnewspoli,Directed,Retweet
evewebster373,ameliebaldwin,Directed,Retweet
handsome_henson,ameliebaldwin,Directed,Retweet
hyddrox,ameliebaldwin,Directed,Retweet
jacquelinisbest,ameliebaldwin,Directed,Retweet
laurabaeley,ameliebaldwin,Directed,Retweet
americanalbert,danageezus,Directed,Retweet
americanalbert,evagreen69,Directed,Retweet
americanalbert,leroylovesusa,Directed,Retweet
americanalbert,pigeontoday,Directed,Retweet
americanalbert,wayne_drake_,Directed,Retweet
edwardbroberts,americanalbert,Directed,Retweet
reachitdoit,americanalbert,Directed,Retweet
wayne_drake_,americanalbert,Directed,Retweet
amymusicll,andyhashtagger,Directed,Retweet
amymusicll,booth_prince,Directed,Retweet
amymusicll,charlesjharper,Directed,Retweet
amymusicll,chrixmorgan,Directed,Retweet
amymusicll,jarrardnorman,Directed,Retweet
anastasiar777,maxdementiev,Directed,Retweet
anastasiar777,novostimsk,Directed,Retweet
anastasiar777,novostirnd,Directed,Retweet
anastasiar777,novostispb,Directed,Retweet
anastasiar777,riafanru,Directed,Retweet
ndr_bolozyb,anastasiar777,Directed,Retweet
anastassiazz,boeing_is_back,Directed,Retweet
anastassiazz,comradzampolit,Directed,Retweet
anastassiazz,dannymaslov,Directed,Retweet
anastassiazz,einsoll,Directed,Retweet
anastassiazz,evgenpaper,Directed,Retweet
anastassiazz,margoberoeva,Directed,Retweet
anastassiazz,ruopentwit,Directed,Retweet
anastassiazz,v_bakulin,Directed,Retweet
anastassiazz,viktor_lavren,Directed,Retweet
anastassiazz,vitaegorov,Directed,Retweet
anastassiazz,zubovnik,Directed,Retweet
antoshakargin,anastassiazz,Directed,Retweet
bizykovaanita,anastassiazz,Directed,Retweet
boris_avramenko,anastassiazz,Directed,Retweet
disneytv_ru,anastassiazz,Directed,Retweet
dmitrovalera,anastassiazz,Directed,Retweet
evgenpaper,anastassiazz,Directed,Retweet
filippgrigor,anastassiazz,Directed,Retweet
gallynaa,anastassiazz,Directed,Retweet
genababkin,anastassiazz,Directed,Retweet
griga_bash,anastassiazz,Directed,Retweet
igorberejnev,anastassiazz,Directed,Retweet
igorklementev,anastassiazz,Directed,Retweet
ingageorg,anastassiazz,Directed,Retweet
irenne_official,anastassiazz,Directed,Retweet
kir_gromov,anastassiazz,Directed,Retweet
kirranew,anastassiazz,Directed,Retweet
kostyaermilin,anastassiazz,Directed,Retweet
ksyivakino,anastassiazz,Directed,Retweet
kugin_1991,anastassiazz,Directed,Retweet
kyrill_moto,anastassiazz,Directed,Retweet
lena_stuff,anastassiazz,Directed,Retweet
madlen_jeenes,anastassiazz,Directed,Retweet
mihailbugrov,anastassiazz,Directed,Retweet
new_ageofmee,anastassiazz,Directed,Retweet
nolnaoou,anastassiazz,Directed,Retweet
pashaborodach,anastassiazz,Directed,Retweet
petrsablin,anastassiazz,Directed,Retweet
romakryglov,anastassiazz,Directed,Retweet
romanfuruchev,anastassiazz,Directed,Retweet
sasha_berezhnoy,anastassiazz,Directed,Retweet
sergeevich_art,anastassiazz,Directed,Retweet
sergeivchenko,anastassiazz,Directed,Retweet
sergo_yarosh,anastassiazz,Directed,Retweet
ta_m_a_rka,anastassiazz,Directed,Retweet
v_vasilevna,anastassiazz,Directed,Retweet
vaganovaslava,anastassiazz,Directed,Retweet
valerademchyk,anastassiazz,Directed,Retweet
vitalyiderbenev,anastassiazz,Directed,Retweet
anatolinemcov,maxdementiev,Directed,Retweet
anatolinemcov,riafanru,Directed,Retweet
anatolrmnff,comradzampolit,Directed,Retweet
anbivalentnaya,novostispb,Directed,Retweet
anbivalentnaya,riafanru,Directed,Retweet
andeynesterov,ankidinovakira,Directed,Retweet
andeynesterov,boeing_is_back,Directed,Retweet
andeynesterov,comradzampolit,Directed,Retweet
andeynesterov,dannymaslov,Directed,Retweet
andeynesterov,donetsknovosti,Directed,Retweet
andeynesterov,erofeenkoanton,Directed,Retweet
andeynesterov,evgenpaper,Directed,Retweet
andeynesterov,genadiy_alex,Directed,Retweet
andeynesterov,maxdementiev,Directed,Retweet
andeynesterov,novostidamask,Directed,Retweet
andeynesterov,politvlast,Directed,Retweet
andeynesterov,ruopentwit,Directed,Retweet
andeynesterov,v_bakulin,Directed,Retweet
andeynesterov,viktor_lavren,Directed,Retweet
andeynesterov,vitaegorov,Directed,Retweet
andeynesterov,zubovnik,Directed,Retweet
viktor_lavren,andeynesterov,Directed,Retweet
andrebakin,dannymaslov,Directed,Retweet
andrebakin,erofeenkoanton,Directed,Retweet
andrebakin,evgenpaper,Directed,Retweet
andrebakin,margosavazh,Directed,Retweet
andrebakin,maxdementiev,Directed,Retweet
andrebakin,ruopentwit,Directed,Retweet
andrebakin,v_bakulin,Directed,Retweet
andrebakin,viktor_lavren,Directed,Retweet
andrebakin,vitaegorov,Directed,Retweet
viktor_lavren,andrebakin,Directed,Retweet
andrewheddd,arnoldparrk,Directed,Retweet
andrewheddd,ertmangreta,Directed,Retweet
andrewheddd,julianna_yes,Directed,Retweet
andreyykondrat1,batman_bane,Directed,Retweet
andreyykondrat1,itsfoma,Directed,Retweet
andreyykondrat1,lionovaa,Directed,Retweet
andreyykondrat1,vitanosova,Directed,Retweet
klim_petrov_,andreyykondrat1,Directed,Retweet
victor_samsonof,andreyykondrat1,Directed,Retweet
andriycccp,donetsknovosti,Directed,Retweet
andriycccp,maxdementiev,Directed,Retweet
andriycccp,novostikzn,Directed,Retweet
andriycccp,novostimsk,Directed,Retweet
andriycccp,riafanru,Directed,Retweet
annsam_sam,androfag,Directed,Retweet
antyshevalida,androfag,Directed,Retweet
bannovamari,androfag,Directed,Retweet
cychevmark,androfag,Directed,Retweet
davsiche,androfag,Directed,Retweet
evgen_bbb,androfag,Directed,Retweet
ilya_chaxta,androfag,Directed,Retweet
kuznetsov_boris,androfag,Directed,Retweet
lazer_nikit,androfag,Directed,Retweet
lil_game_vip,androfag,Directed,Retweet
mary_giber,androfag,Directed,Retweet
misha_prokf,androfag,Directed,Retweet
nikita_baglaev,androfag,Directed,Retweet
reznik_eliza,androfag,Directed,Retweet
semi_zoo,androfag,Directed,Retweet
sudjqero,androfag,Directed,Retweet
ti_mironov,androfag,Directed,Retweet
vitanosova,androfag,Directed,Retweet
vlada_pollo,androfag,Directed,Retweet
vlenelenav,androfag,Directed,Retweet
zeldinnumber1,androfag,Directed,Retweet
andruninvanya,katka_hero,Directed,Retweet
andruninvanya,kir_gromov,Directed,Retweet
andruninvanya,lara_kich,Directed,Retweet
andruninvanya,sergo_yarosh,Directed,Retweet
andruninvanya,zubovnik,Directed,Retweet
andry_volk,comradzampolit,Directed,Retweet
andry_volk,genadiy_alex,Directed,Retweet
andry_volk,margoberoeva,Directed,Retweet
andry_volk,margosavazh,Directed,Retweet
andry_volk,novostispb,Directed,Retweet
andry_volk,politvlast,Directed,Retweet
andry_volk,ruopentwit,Directed,Retweet
andry_volk,saftex,Directed,Retweet
andry_volk,vitanosova,Directed,Retweet
andry_volk,zubovnik,Directed,Retweet
pavelvasilie,andry_volk,Directed,Retweet
andrynaumov,boeing_is_back,Directed,Retweet
andrynaumov,maxdementiev,Directed,Retweet
andrynaumov,ruopentwit,Directed,Retweet
andy_puchinskyi,karucz,Directed,Retweet
andydrewdaniels,andyhashtagger,Directed,Retweet
andydrewdaniels,booth_prince,Directed,Retweet
andydrewdaniels,chrixmorgan,Directed,Retweet
andydrewdaniels,dickyirwin,Directed,Retweet
andydrewdaniels,jenn_abrams,Directed,Retweet
andydrewdaniels,politweecs,Directed,Retweet
andydrewdaniels,thefoundingson,Directed,Retweet
eurynmccolley,andydrewdaniels,Directed,Retweet
andyhashtagger,dannythehappies,Directed,Retweet
andyhashtagger,babyjannymeow,Directed,Retweet
andyhashtagger,candeychaney,Directed,Retweet
andyhashtagger,cascaseyp,Directed,Retweet
andyhashtagger,charlesjharper,Directed,Retweet
andyhashtagger,curtisbigman,Directed,Retweet
andyhashtagger,dominicvalent,Directed,Retweet
andyhashtagger,jenn_abrams,Directed,Retweet
andyhashtagger,kencannone,Directed,Retweet
andyhashtagger,loragreeen,Directed,Retweet
andyhashtagger,lyndawking,Directed,Retweet
andyhashtagger,rapedbycosby,Directed,Retweet
andyhashtagger,thefoundingson,Directed,Retweet
andyhashtagger,trytofinditout,Directed,Retweet
dominicvalent,andyhashtagger,Directed,Retweet
ang__bowers,andyhashtagger,Directed,Retweet
angeloenough,andyhashtagger,Directed,Retweet
ann1emcconnell,andyhashtagger,Directed,Retweet
archieolivers,andyhashtagger,Directed,Retweet
arm_2_alan,andyhashtagger,Directed,Retweet
aronholden8,andyhashtagger,Directed,Retweet
ashleysimpsn,andyhashtagger,Directed,Retweet
brianwarning,andyhashtagger,Directed,Retweet
calebpaar,andyhashtagger,Directed,Retweet
cascaseyp,andyhashtagger,Directed,Retweet
cassieweltch,andyhashtagger,Directed,Retweet
cassishere,andyhashtagger,Directed,Retweet
catelinewatkins,andyhashtagger,Directed,Retweet
charlesjharper,andyhashtagger,Directed,Retweet
chesplayschess,andyhashtagger,Directed,Retweet
chrixchase,andyhashtagger,Directed,Retweet
clydedaws0n,andyhashtagger,Directed,Retweet
cyrusworley,andyhashtagger,Directed,Retweet
dannythehappies,andyhashtagger,Directed,Retweet
edwardbroberts,andyhashtagger,Directed,Retweet
ellisharm0n,andyhashtagger,Directed,Retweet
emmettmth,andyhashtagger,Directed,Retweet
eurynmccolley,andyhashtagger,Directed,Retweet
evewebster373,andyhashtagger,Directed,Retweet
fameonyoubitch,andyhashtagger,Directed,Retweet
gaylehappymom,andyhashtagger,Directed,Retweet
guillnavarrete,andyhashtagger,Directed,Retweet
hashtagmemom,andyhashtagger,Directed,Retweet
hernameiscutie,andyhashtagger,Directed,Retweet
heyheyhailey,andyhashtagger,Directed,Retweet
hyddrox,andyhashtagger,Directed,Retweet
isa_bella_gr,andyhashtagger,Directed,Retweet
jarrardnorman,andyhashtagger,Directed,Retweet
jasper_fly,andyhashtagger,Directed,Retweet
jeffreyraymay,andyhashtagger,Directed,Retweet
jmscoxxx,andyhashtagger,Directed,Retweet
johnnyblack91,andyhashtagger,Directed,Retweet
jordansheltonw,andyhashtagger,Directed,Retweet
jshmrtnez,andyhashtagger,Directed,Retweet
kencannone,andyhashtagger,Directed,Retweet
kimberleighlamb,andyhashtagger,Directed,Retweet
kristyanann,andyhashtagger,Directed,Retweet
lachlan_farley,andyhashtagger,Directed,Retweet
laurabaeley,andyhashtagger,Directed,Retweet
lexxx_th,andyhashtagger,Directed,Retweet
lindddaaad,andyhashtagger,Directed,Retweet
lorettapj3,andyhashtagger,Directed,Retweet
lughhalley,andyhashtagger,Directed,Retweet
mable_landry,andyhashtagger,Directed,Retweet
martinivine,andyhashtagger,Directed,Retweet
meggiemckenzie,andyhashtagger,Directed,Retweet
meggieoneil,andyhashtagger,Directed,Retweet
michellearry,andyhashtagger,Directed,Retweet
mil0blake,andyhashtagger,Directed,Retweet
mrt_evrt,andyhashtagger,Directed,Retweet
notritahart,andyhashtagger,Directed,Retweet
orrclay,andyhashtagger,Directed,Retweet
oscar_rowe_,andyhashtagger,Directed,Retweet
priceforpierce,andyhashtagger,Directed,Retweet
queenofthewo,andyhashtagger,Directed,Retweet
radekesofia,andyhashtagger,Directed,Retweet
reachitdoit,andyhashtagger,Directed,Retweet
richric_richard,andyhashtagger,Directed,Retweet
roypreston1st,andyhashtagger,Directed,Retweet
rymanmurphy,andyhashtagger,Directed,Retweet
sm_downey,andyhashtagger,Directed,Retweet
sophiekole,andyhashtagger,Directed,Retweet
srahse,andyhashtagger,Directed,Retweet
sweetkerry54,andyhashtagger,Directed,Retweet
t0ny_0brien,andyhashtagger,Directed,Retweet
t0nyasinclair,andyhashtagger,Directed,Retweet
tami8569,andyhashtagger,Directed,Retweet
terrancepatient,andyhashtagger,Directed,Retweet
tess_snider,andyhashtagger,Directed,Retweet
themanmachine17,andyhashtagger,Directed,Retweet
toneporter,andyhashtagger,Directed,Retweet
wildharee,andyhashtagger,Directed,Retweet
anettanovgorod,batman_bane,Directed,Retweet
anettanovgorod,grigadwin,Directed,Retweet
anettanovgorod,politvlast,Directed,Retweet
anettanovgorod,riafanru,Directed,Retweet
anettanovgorod,zubovnik,Directed,Retweet
anfisamickey,bydrbre,Directed,Retweet
anfisamickey,coldwar20_ru,Directed,Retweet
anfisamickey,ldm1900,Directed,Retweet
anfisamickey,margoveller,Directed,Retweet
anfisamickey,marisha_zu,Directed,Retweet
anfisamickey,maxdementiev,Directed,Retweet
anfisamickey,novostichel,Directed,Retweet
anfisamickey,novosticrimea,Directed,Retweet
anfisamickey,novostiekb,Directed,Retweet
anfisamickey,novostismr,Directed,Retweet
anfisamickey,novostispb,Directed,Retweet
anfisamickey,riafanru,Directed,Retweet
anfisamickey,sudjqero,Directed,Retweet
anfisamickey,zaplatovaalena,Directed,Retweet
anfisamickey,zubovnik,Directed,Retweet
ang__bowers,danageezus,Directed,Retweet
angelabach991,dieter_port,Directed,Retweet
angelabach991,klausfinker,Directed,Retweet
angelabach991,leenilslee,Directed,Retweet
gabriellafaltz,angelabach991,Directed,Retweet
leenilslee,angelabach991,Directed,Retweet
lindaschwarz121,angelabach991,Directed,Retweet
luisstockberg,angelabach991,Directed,Retweet
marianeuberg1,angelabach991,Directed,Retweet
markberer,angelabach991,Directed,Retweet
maxfritzz,angelabach991,Directed,Retweet
peterkistner,angelabach991,Directed,Retweet
ritaclopp,angelabach991,Directed,Retweet
sternandreas404,angelabach991,Directed,Retweet
angelikamusi,maxdementiev,Directed,Retweet
angelikamusi,novostinn,Directed,Retweet
angelikamusi,novostispb,Directed,Retweet
angelikamusi,politkach,Directed,Retweet
angelikamusi,riafanru,Directed,Retweet
angelikorotkova,comradzampolit,Directed,Retweet
angelikorotkova,maxdementiev,Directed,Retweet
angelikorotkova,novostimsk,Directed,Retweet
angelikorotkova,novostismr,Directed,Retweet
angelikorotkova,novostispb,Directed,Retweet
angelikorotkova,riafanru,Directed,Retweet
angelikorotkova,rudemyanenko,Directed,Retweet
angelinadarcy_,donetsknovosti,Directed,Retweet
angelinadarcy_,lugansknovosti,Directed,Retweet
angelinadarcy_,margoveller,Directed,Retweet
angelinadarcy_,mary_giber,Directed,Retweet
angelinadarcy_,maxdementiev,Directed,Retweet
angelinadarcy_,riafanru,Directed,Retweet
angelinadarcy_,zubovnik,Directed,Retweet
angelinaladova,inforeactor,Directed,Retweet
angelinaladova,maxdementiev,Directed,Retweet
angelinaladova,novosticrimea,Directed,Retweet
angelinaladova,novostikzn,Directed,Retweet
angelinaladova,novostimsk,Directed,Retweet
angelinaladova,novostispb,Directed,Retweet
